RESEAU;STATUT;created_user;created_date;last_edited_user;last_edited_date;st_length(shape);geo_shape;geo_point_2d
vélopolitain;existant;;;;;3955.6254548752263;"{""coordinates"": [[2.316806000299915, 48.88138300036981], [2.3272559994187745, 48.88347099980864], [2.3280070003373705, 48.88369699968532], [2.329422999938212, 48.884543000233805], [2.332492000291682, 48.8838379998804], [2.3374060001686896, 48.88238399960541], [2.339550999678748, 48.88205999982777], [2.3467829999197893, 48.883343999998786], [2.347920000004026, 48.88354199983737], [2.3496149998728955, 48.883753000236595], [2.3592280006641557, 48.88443099957589], [2.3643140000074774, 48.88438800042968], [2.3681120003205574, 48.88416199984709], [2.3685840004755603, 48.884077999883345]], ""type"": ""LineString""}";48.88340452862722, 2.3425080471945297
vélopolitain;à réaliser;;;;;165.42050718418912;"{""coordinates"": [[2.3470620006556078, 48.85718300026978], [2.3474369993823334, 48.85732500016725], [2.3480919994101903, 48.85844699989181]], ""type"": ""LineString""}";48.857736944149956, 2.347643037832778
secondaire;existant;;;;;444.43245886831687;"{""coordinates"": [[2.415554999774653, 48.84528800044594], [2.41585499980506, 48.8467849996912], [2.4162409995976866, 48.8486269997763], [2.4162359998910823, 48.84878999999452], [2.416165999370475, 48.84925199980479]], ""type"": ""LineString""}";48.8472675424797, 2.4159437392219267
secondaire;à réaliser;;;;;868.8492282799741;"{""coordinates"": [[2.306260000511634, 48.85411299971726], [2.314038000202165, 48.849198999883114], [2.3150469999225645, 48.84943900018827]], ""type"": ""LineString""}";48.85141923862786, 2.310594105297298
secondaire;existant;;;;;5309.862660733171;"{""coordinates"": [[2.4622250001443495, 48.8189020003485], [2.4587060004287182, 48.8171510000872], [2.4554439994120347, 48.81785700031039], [2.450852000549848, 48.818534999992686], [2.4486639996612976, 48.81878899986516], [2.4440719998746827, 48.818648000215035], [2.4396940001706455, 48.81898700004889], [2.43703400027775, 48.819552000116076], [2.4348880006585802, 48.82045699955446], [2.43342899937483, 48.821559000400775], [2.431840999324657, 48.8226610002813], [2.4296950004682105, 48.823648999738865], [2.426733999690683, 48.82424299996105], [2.423729999866319, 48.82429900035632], [2.4210690000342283, 48.824129999669935], [2.4198679997259496, 48.82410199996746], [2.4164340001743705, 48.82472299978241], [2.4119709995107494, 48.8248079999367], [2.409697000530713, 48.82534500034482], [2.4047179994197707, 48.828706999960104], [2.403301999322862, 48.82938499987858], [2.40158599970454, 48.829892999886226], [2.400683999626431, 48.82983699984577], [2.3978950004379627, 48.831730000230536]], ""type"": ""LineString""}";48.822662499588965, 2.429630780749404
secondaire;existant;;;;;2923.2076744279775;"{""coordinates"": [[2.394697999464721, 48.849114000010374], [2.3804499998565567, 48.85758599961756], [2.365128999375769, 48.86673300041212]], ""type"": ""LineString""}";48.85791692425304, 2.3799095813584623
secondaire;existant;;;;;1272.8501509725745;"{""coordinates"": [[2.3776599995786, 48.84628999981644], [2.394762000644087, 48.848197000053396]], ""type"": ""LineString""}";48.84724349993492, 2.3862110001113432
secondaire;à réaliser;;;;;263.9134202096809;"{""coordinates"": [[2.265136000562934, 48.83425100035338], [2.2662520003015496, 48.83448400032931], [2.266981999849006, 48.83453300004612], [2.266787999928732, 48.8356420001711]], ""type"": ""LineString""}";48.834672338499495, 2.266366610956425
secondaire;à réaliser;;;;;1325.2917071839988;"{""coordinates"": [[2.2861649999538276, 48.84644599966546], [2.2868300000834165, 48.846078999695415], [2.293267000623281, 48.843579000322144], [2.2985030004799465, 48.843663999665864], [2.302729999504286, 48.84267500016868]], ""type"": ""LineString""}";48.84410761940515, 2.2943253008094495
secondaire;à réaliser;;;;;349.0081375804806;"{""coordinates"": [[2.3197029996484804, 48.84511800033038], [2.3241229993317822, 48.843960000404614]], ""type"": ""LineString""}";48.8445390003675, 2.3219129994901313
vélopolitain;existant;;;;;1065.6771016677474;"{""coordinates"": [[2.259234999986252, 48.84821100007971], [2.2595140002331933, 48.847885999633064], [2.2591709995723606, 48.8473640002871], [2.2587850006579457, 48.84647400036328], [2.2585919995266956, 48.845839000245185], [2.258527000094054, 48.845315999896506], [2.2588490005065505, 48.84417199980419], [2.259836000628008, 48.843283000002586], [2.2611020006502764, 48.84257599962875], [2.265114999726993, 48.84081099979662]], ""type"": ""LineString""}";48.843822813816566, 2.2607415268099462
vélopolitain;à réaliser;;;;;698.5017122424485;"{""coordinates"": [[2.3324279998653044, 48.83421600026624], [2.336740000013969, 48.83867899976618], [2.3367830006250165, 48.839667000039576]], ""type"": ""LineString""}";48.836822128264075, 2.3348833039887853
vélopolitain;à réaliser;;;;;1058.1927094600528;"{""coordinates"": [[2.2586130006504654, 48.84765999996925], [2.2573689998384117, 48.84508999958273], [2.2559739996213932, 48.842420999955024], [2.256231000578911, 48.84009100008922], [2.2569179994954993, 48.8384949996745]], ""type"": ""LineString""}";48.84313894823044, 2.2568991862141794
vélopolitain;à réaliser;;;;;529.85122046128;"{""coordinates"": [[2.3233719995709046, 48.866394999569515], [2.325282000636298, 48.86894899976276], [2.324960000153413, 48.86974000035737], [2.325238999640081, 48.87036100038334], [2.325153000576424, 48.870600999724005], [2.324896000150277, 48.870713999878085]], ""type"": ""LineString""}";48.86854693952122, 2.3246352636243137
vélopolitain;à réaliser;;;;;1373.562951251948;"{""coordinates"": [[2.3760940002210553, 48.85121800007604], [2.378519000328103, 48.85071000023458], [2.3804280004580187, 48.8504700001841], [2.3849559995633434, 48.850017999731264], [2.3943759994854554, 48.84863399984048]], ""type"": ""LineString""}";48.8499034661142, 2.385228880022655
vélopolitain;à réaliser;;;;;1670.4455759902926;"{""coordinates"": [[2.365322000108593, 48.866889000375835], [2.387230000563794, 48.862794999774906]], ""type"": ""LineString""}";48.86484200007538, 2.3762760003361936
vélopolitain;à réaliser;;;;;1706.7775865261542;"{""coordinates"": [[2.3397869999534, 48.87212500022536], [2.3543359993690447, 48.86928799971405], [2.3621890000959085, 48.86798900032492]], ""type"": ""LineString""}";48.869983992959156, 2.3509748465042826
secondaire;à réaliser;;;;;281.9800539867608;"{""coordinates"": [[2.2383360004710897, 48.862229999794714], [2.2391509996276917, 48.863345999558206], [2.2409110005132358, 48.86392399994299]], ""type"": ""LineString""}";48.86327311450499, 2.23948090890098
vélopolitain;existant;;;;;6536.808381551304;"{""coordinates"": [[2.301034999867797, 48.88881900013315], [2.3085020003879526, 48.89220499994041], [2.313609000458505, 48.89446200011619], [2.320603999622737, 48.897029000133095], [2.322021000574406, 48.89748099998276], [2.324037999400955, 48.897480999940704], [2.3444219996257925, 48.89801699990485], [2.3483279995570765, 48.89818600011819], [2.3590139999842314, 48.898636999610815], [2.370728999854089, 48.8986660003609], [2.3818869996786947, 48.8989200000905], [2.3835610002919436, 48.89875000005525], [2.38579299964021, 48.898298999979026], [2.386200000447149, 48.898228000252615]], ""type"": ""LineString""}";48.8969936995568, 2.3429849039629325
vélopolitain;existant;;;;;325.16876036887544;"{""coordinates"": [[2.3234800006740297, 48.86635199990827], [2.321484000044029, 48.86374100001088]], ""type"": ""LineString""}";48.865046499959575, 2.322482000359029
vélopolitain;existant;;;;;753.5208339435251;"{""coordinates"": [[2.2930529997449853, 48.874453999762004], [2.283783000433292, 48.87737500018211]], ""type"": ""LineString""}";48.875914499972055, 2.2884180000891385
vélopolitain;existant;;;;;4527.343831653743;"{""coordinates"": [[2.2830960001633325, 48.877134999776466], [2.281337000335065, 48.876993999746816], [2.278503999657671, 48.877078999839846], [2.2768739994626843, 48.87676800022636], [2.275329000090815, 48.87620399956409], [2.2406100004313503, 48.863754999832054], [2.239922999633166, 48.86400900043709], [2.239108000379153, 48.863697999839424], [2.2367910004171234, 48.86414999998736], [2.2321130003286895, 48.86612600016942], [2.2281219994686277, 48.867397000434]], ""type"": ""LineString""}";48.86985123860962, 2.255472665153857
vélopolitain;à réaliser;;;;;303.7033627671931;"{""coordinates"": [[2.316526999990846, 48.846869000108875], [2.3197029996484804, 48.84511800033038]], ""type"": ""LineString""}";48.84599350021963, 2.318114999819663
vélopolitain;à réaliser;;;;;356.13349060300214;"{""coordinates"": [[2.3098329997124343, 48.8965499999205], [2.3134589993837, 48.89441899972892]], ""type"": ""LineString""}";48.89548449982471, 2.311645999548067
secondaire;existant;;;;;312.50649419062484;"{""coordinates"": [[2.4155549994172976, 48.85228400007862], [2.415276000061776, 48.85419699961168], [2.415124999957149, 48.85507999971861]], ""type"": ""LineString""}";48.85368317532752, 2.4153474202535015
secondaire;à réaliser;;;;;446.1853855657093;"{""coordinates"": [[2.2859929995901656, 48.84665799975047], [2.281530000446907, 48.849382999877676]], ""type"": ""LineString""}";48.848020499814076, 2.283761500018536
secondaire;existant;;;;;1131.5394253222494;"{""coordinates"": [[2.3518249995844926, 48.83677199992846], [2.346289000107258, 48.83500700013859], [2.337040999671531, 48.8346109997932]], ""type"": ""LineString""}";48.8352256914505, 2.344515701641657
secondaire;existant;;;;;707.1243035141528;"{""coordinates"": [[2.254428999604769, 48.86660599958272], [2.2561670000768093, 48.866916999633396], [2.2583770006451687, 48.8673830000404], [2.259772000115798, 48.86775000042471], [2.260565999730697, 48.86814500015681], [2.261466999741901, 48.86830000014765], [2.2623679997124095, 48.8683850004451], [2.263547999894092, 48.868355999628]], ""type"": ""LineString""}";48.86759075799424, 2.2589851149050935
secondaire;existant;;;;;1020.6309220090261;"{""coordinates"": [[2.295585000300274, 48.860592999582735], [2.305584000409615, 48.85421200007548]], ""type"": ""LineString""}";48.85740249982911, 2.3005845003549448
secondaire;à réaliser;;;;;1785.6333486362369;"{""coordinates"": [[2.3513749994331676, 48.851161999636545], [2.3521689998610413, 48.85247499962128], [2.3535199998382446, 48.85282799959135], [2.3563740000594073, 48.85586299974028], [2.3579189994179695, 48.85803799955592], [2.361072999991065, 48.85998599983674], [2.3667599994795734, 48.86307700037658]], ""type"": ""LineString""}";48.857580418774376, 2.3586061942017875
secondaire;à réaliser;;;;;541.3924734716201;"{""coordinates"": [[2.289920000411211, 48.83384800042357], [2.289276000172256, 48.838326000107955], [2.2894480001736888, 48.83867900014439]], ""type"": ""LineString""}";48.836279913352236, 2.2895791522213753
secondaire;à réaliser;;;;;203.21433268809727;"{""coordinates"": [[2.263955999442561, 48.848013000445356], [2.266338000027204, 48.848945000020386]], ""type"": ""LineString""}";48.84847900023287, 2.2651469997348825
secondaire;à réaliser;;;;;1052.6656303267491;"{""coordinates"": [[2.3766519998733986, 48.83047200035292], [2.379698999845105, 48.832223999637606], [2.386886999565564, 48.836079999765715], [2.387702000543429, 48.8365039996002]], ""type"": ""LineString""}";48.83352537809188, 2.3821563642570562
vélopolitain;à réaliser;;;;;3003.7079584820317;"{""coordinates"": [[2.3008199998098284, 48.888676999755866], [2.2978589995351513, 48.88704099969856], [2.2961430005121564, 48.8875489998147], [2.295026999454787, 48.88769000020156], [2.2912929999510627, 48.885488999955406], [2.285670999746384, 48.88181999972258], [2.2838260000292325, 48.87775599967983], [2.2834830004590336, 48.87713500005395], [2.282623999408954, 48.87645799965591], [2.2819380002978216, 48.87603400007697], [2.2789759994746506, 48.87501799990687], [2.2768740004279597, 48.873437999858986], [2.275500000295376, 48.87202600003263], [2.275628999398145, 48.871575000389655], [2.275457000295127, 48.871178999556655], [2.27489899963121, 48.87058699961572]], ""type"": ""LineString""}";48.880990001498134, 2.2869946509151404
vélopolitain;à réaliser;;;;;615.3462861636688;"{""coordinates"": [[2.2651579998498903, 48.84081100043695], [2.263097999744593, 48.839695000415645], [2.2579049994318257, 48.83811399985449]], ""type"": ""LineString""}";48.83931104769652, 2.2615948214259483
vélopolitain;à réaliser;;;;;790.4801103948529;"{""coordinates"": [[2.3163989999834618, 48.839018000225465], [2.314811000138692, 48.84058500001176], [2.310841000039692, 48.845104000353786]], ""type"": ""LineString""}";48.8420212247413, 2.313577851019338
vélopolitain;à réaliser;;;;;258.56754912520034;"{""coordinates"": [[2.298358000678712, 48.87848300009472], [2.298073999668672, 48.878462000350346], [2.2978060002096283, 48.87832800014359], [2.297740999743744, 48.87819699978185], [2.297586000202465, 48.87789000038073], [2.2983209994274167, 48.87770299970792], [2.2986799997887473, 48.878129999738206], [2.298669000254095, 48.87833099957273], [2.298539999575576, 48.87842599995187], [2.298384999576978, 48.87848300004823]], ""type"": ""LineString""}";48.87809852261711, 2.2981534303594917
vélopolitain;à réaliser;;;;;478.1562989209065;"{""coordinates"": [[2.3107229993657756, 48.84497700030213], [2.316644999609262, 48.846769999617244]], ""type"": ""LineString""}";48.84587349995969, 2.3136839994875187
secondaire;à réaliser;;;;;320.74279066649717;"{""coordinates"": [[2.3425559997470717, 48.85854600028997], [2.3404100001912194, 48.85603300030226]], ""type"": ""LineString""}";48.85728950029612, 2.3414829999691458
secondaire;à réaliser;;;;;1241.558275805021;"{""coordinates"": [[2.2749849995047695, 48.85819299975769], [2.279533999787734, 48.85768499973674], [2.28524199997817, 48.85858800030717], [2.2868299993851973, 48.85892699967126], [2.287816999622372, 48.85971799962068], [2.2909500004557257, 48.86019799979142]], ""type"": ""LineString""}";48.85858597073601, 2.2830498738176837
vélopolitain;existant;;;;;1756.604954083512;"{""coordinates"": [[2.391007000015249, 48.82600900044369], [2.388839999741326, 48.82773200006069], [2.3875950004342164, 48.82860800036405], [2.3866939999599386, 48.829638999916], [2.381995000138448, 48.833452999555654], [2.3771240003823797, 48.83726600045017], [2.376050999362632, 48.838311000434565]], ""type"": ""LineString""}";48.83214095234579, 2.383517373029739
vélopolitain;existant;;;;;696.4638659782605;"{""coordinates"": [[2.3704720000663597, 48.88272299985255], [2.379227000426583, 48.885149999670375]], ""type"": ""LineString""}";48.88393649976146, 2.374849500246471
vélopolitain;existant;;;;;669.0470976479821;"{""coordinates"": [[2.3231580004024743, 48.83752100006311], [2.331182999699233, 48.834668000357254]], ""type"": ""LineString""}";48.83609450021018, 2.327170500050854
vélopolitain;à réaliser;;;;;235.33975474059753;"{""coordinates"": [[2.2806930001049017, 48.87832799976516], [2.283525000085554, 48.87733300036259]], ""type"": ""LineString""}";48.87783050006387, 2.282109000095228
secondaire;existant;;;;;1597.5570304000641;"{""coordinates"": [[2.240110999800418, 48.86392800027964], [2.240448999977713, 48.864029999664666], [2.2408249998554304, 48.86422100020488], [2.241339999696706, 48.864643999926024], [2.242262000524179, 48.86494100019596], [2.242799000449387, 48.86530800017793], [2.2435930001917623, 48.86578800001461], [2.244601000488547, 48.86606999968548], [2.2457810002458025, 48.86647899958909], [2.2464250004154063, 48.86702999986607], [2.247047000238659, 48.86807399997011], [2.2485919999532102, 48.86883600035504], [2.249686999818072, 48.869315999554594], [2.250545000610807, 48.86998000023094], [2.252883999697991, 48.87237900033743], [2.25380699944326, 48.873380999570486], [2.254193000618599, 48.87372000029575], [2.2548790002866506, 48.87390299968863]], ""type"": ""LineString""}";48.8685212005615, 2.247759397504459
secondaire;existant;;;;;358.9778353139377;"{""coordinates"": [[2.377037999448252, 48.82407300014309], [2.378968999763745, 48.8211070003389]], ""type"": ""LineString""}";48.82259000024099, 2.3780034996059984
secondaire;existant;;;;;1771.7144428249048;"{""coordinates"": [[2.4130009999723465, 48.84918499961881], [2.412732999646482, 48.85107700000095], [2.4127539996636482, 48.85207999955305], [2.412379000428997, 48.85320899992154], [2.4121429994452255, 48.853724000097245], [2.4121530002099174, 48.8547200004182], [2.4120999999027526, 48.85562999968936], [2.4115200004136192, 48.85708500037528], [2.4115960005583967, 48.85869399981987], [2.4110810002244754, 48.86211700035019], [2.4105979998356877, 48.86405100020425], [2.410072000662569, 48.86489800034902]], ""type"": ""LineString""}";48.85709972170827, 2.411766419247521
vélopolitain;existant;;;;;713.5471752859548;"{""coordinates"": [[2.380213999546868, 48.902248000096684], [2.384055000512189, 48.89635199967595]], ""type"": ""LineString""}";48.89929999988632, 2.382134500029528
secondaire;à réaliser;;;;;414.23097165743405;"{""coordinates"": [[2.2488280001625944, 48.87441099994327], [2.249418000322077, 48.87453799956922], [2.2498909998202286, 48.874454000338886], [2.25058800046053, 48.87409400001648], [2.2514029998223712, 48.87376199999505], [2.252047000014869, 48.87364899995352], [2.2525730001194817, 48.87361400027235], [2.2531740003353145, 48.873606999754806], [2.2540640005746297, 48.873683999638686]], ""type"": ""LineString""}";48.873951809913315, 2.251414941232657
secondaire;à réaliser;;;;;255.05730856491272;"{""coordinates"": [[2.246436000287365, 48.87610499955417], [2.2467149996947158, 48.87587899974446], [2.2468859994365964, 48.87569600019174], [2.2471230000159137, 48.87551900043468], [2.2474769993802286, 48.87527200034758], [2.2477879994810603, 48.874983000195265], [2.2480340005020882, 48.87480600025722], [2.2483129998152167, 48.87467199974257], [2.2485069993472333, 48.874552000225385], [2.2487749999961526, 48.87443199985549]], ""type"": ""LineString""}";48.87520979425501, 2.247566251691598
secondaire;existant;;;;;372.61253928501264;"{""coordinates"": [[2.283997999865485, 48.83441299990253], [2.2804569994811725, 48.83201200014244]], ""type"": ""LineString""}";48.83321250002248, 2.2822274996733287
secondaire;existant;;;;;1478.1649436231114;"{""coordinates"": [[2.40227200066586, 48.83336799970362], [2.403859999449562, 48.832322999933375], [2.405491000660052, 48.83237900043035], [2.4070790002434608, 48.832039999628], [2.4087520000672735, 48.831079999609855], [2.4101690006368797, 48.83003500030578], [2.4124000002555923, 48.82901799966322], [2.414803999820189, 48.82823399983287], [2.416348000642428, 48.82788700040195], [2.417636000235913, 48.82769000041328], [2.418558999793759, 48.82787299990704], [2.4189229997908277, 48.82805699996496], [2.4193310000712165, 48.82822699980242]], ""type"": ""LineString""}";48.830135085516645, 2.41067756036481
vélopolitain;existant;;;;;632.2475285326874;"{""coordinates"": [[2.3656649997378802, 48.84751900025349], [2.3659440002593244, 48.8478440004321], [2.368015000197462, 48.85254600037502], [2.368251000383008, 48.85270100003235], [2.368432999781199, 48.852856000167876]], ""type"": ""LineString""}";48.8502322373567, 2.3670038313781507
vélopolitain;existant;;;;;11039.088816611646;"{""coordinates"": [[2.2745780000146025, 48.84357900016261], [2.276036999917068, 48.845329999831385], [2.277216999755269, 48.8463470000938], [2.2812510002123125, 48.849340000157945], [2.285328000442217, 48.8520939997388], [2.287838000252842, 48.85395700010238], [2.28884699990053, 48.854705999628344], [2.289339999593511, 48.855680000155836], [2.290113000340997, 48.85700700014263], [2.290864000456869, 48.85760000008738], [2.293482000281345, 48.859238000435354], [2.296207000002529, 48.86115700030851], [2.2977730000337377, 48.861792999845576], [2.2995540000063732, 48.86225900031431], [2.3012500005566814, 48.86242800020099], [2.3103259998312375, 48.862667999901205], [2.312063999505586, 48.8629220003485], [2.317343000589554, 48.86294999963398], [2.3184590004152814, 48.862837000444685], [2.324831000205758, 48.86100200031217], [2.3295950006752224, 48.85949200021676], [2.3335649993668968, 48.85829200007321], [2.335259999419401, 48.85792499967093], [2.3361399998753454, 48.85792499957172], [2.3369119995861447, 48.85784000034305], [2.3380279994801447, 48.85754299961163], [2.340560000257785, 48.85599099985879], [2.342640999846689, 48.85466300028535], [2.344250999346176, 48.85387300036738], [2.3470620001462135, 48.8530679996411], [2.349272000104047, 48.85199499991002], [2.351631999980515, 48.85109099984655], [2.3568889994671207, 48.84939699999081], [2.3579619995103362, 48.849030000120344], [2.3648930006255053, 48.844425999979755], [2.3669309993781567, 48.8428449999253], [2.366974000673793, 48.84244899956609], [2.369956999905377, 48.84035900044924], [2.3730039999838257, 48.83810000035555], [2.373819000426868, 48.83723799989689], [2.374914000099913, 48.835896000448045], [2.3790120002720845, 48.83253500040672], [2.3821660004168783, 48.83013300011471], [2.385620999532291, 48.82725200010369], [2.3887539995405445, 48.82506199996281]], ""type"": ""LineString""}";48.850879530312774, 2.3321681780292884
vélopolitain;à réaliser;;;;;521.1430086441294;"{""coordinates"": [[2.271165999603052, 48.83805700014252], [2.2687839998571504, 48.83913100023442], [2.265286000062133, 48.840684000209045]], ""type"": ""LineString""}";48.83937458263583, 2.268227826408479
vélopolitain;à réaliser;;;;;1749.4833440463644;"{""coordinates"": [[2.3255830003353157, 48.8194680000149], [2.325496999801599, 48.82336699977966], [2.326955999923715, 48.8279440001942], [2.3324059993832438, 48.83413100022035]], ""type"": ""LineString""}";48.82729849720848, 2.3277490328615076
vélopolitain;à réaliser;;;;;1662.3420753728574;"{""coordinates"": [[2.4596930006545943, 48.83918700019313], [2.449306999532051, 48.84175700031789], [2.4481919998314754, 48.842915000036264], [2.447289999719901, 48.84362099990192], [2.4463030000894666, 48.843959999561605], [2.4393940002196093, 48.844553000447526]], ""type"": ""LineString""}";48.84214746179304, 2.4495620347526836
vélopolitain;à réaliser;;;;;570.3771184447442;"{""coordinates"": [[2.3597859994543384, 48.82624899963911], [2.356278000198725, 48.83082599968099]], ""type"": ""LineString""}";48.82853749966005, 2.3580319998265318
vélopolitain;à réaliser;;;;;850.8291286431946;"{""coordinates"": [[2.3692489994089567, 48.821572999824504], [2.3599150004459464, 48.8261079999413]], ""type"": ""LineString""}";48.8238404998829, 2.3645819999274513
secondaire;à réaliser;;;;;5271.906211729867;"{""coordinates"": [[2.309081999428416, 48.833566000035184], [2.3100040002301165, 48.833283000327285], [2.3143390002651847, 48.83181400029987], [2.3192739995412497, 48.83042999982287], [2.3264839994301725, 48.827831000203325], [2.332534999896466, 48.827773999738746], [2.3469540005016882, 48.825683999871224], [2.357168000009502, 48.82610799983541], [2.35987200067082, 48.82624900043111], [2.3713730004547533, 48.827660999984815], [2.3767160004867365, 48.830528999609065]], ""type"": ""LineString""}";48.82798697009955, 2.3429157358511743
vélopolitain;existant;;;;;1908.7544553693233;"{""coordinates"": [[2.3709229999902646, 48.84355099982918], [2.366823999675906, 48.84647400022789], [2.365344000417413, 48.84773100043812], [2.3650220005560727, 48.848126000065285], [2.3645499995495607, 48.84917099971308], [2.3625109997681806, 48.85111900026927], [2.3623819993690396, 48.851387999635826], [2.3609020004977266, 48.85226300043109], [2.357789999961013, 48.85346299957917], [2.3529620000235916, 48.85536899980158]], ""type"": ""LineString""}";48.85013872070876, 2.362361438302072
vélopolitain;à réaliser;;;;;706.4328183337949;"{""coordinates"": [[2.3361399997012757, 48.85305399982269], [2.326783999933493, 48.85155699958486]], ""type"": ""LineString""}";48.852305499703775, 2.3314619998173844
vélopolitain;à réaliser;;;;;191.4481640240909;"{""coordinates"": [[2.2912290002486713, 48.86026100020036], [2.2931599999718717, 48.859102999789634]], ""type"": ""LineString""}";48.859681999995, 2.2921945001102717
secondaire;existant;;;;;243.26698355660315;"{""coordinates"": [[2.3926589993486083, 48.8771560001462], [2.392497999489347, 48.87668300027509], [2.3927340005444426, 48.87650000026229], [2.393162999677167, 48.87630900024635], [2.3934959997831737, 48.87621099964845], [2.3939040005750654, 48.87608400031498], [2.3942899995529205, 48.87606200033964], [2.39456900023453, 48.87609099961069], [2.3947830000655324, 48.87609800022839]], ""type"": ""LineString""}";48.87635888472313, 2.393426874219097
secondaire;existant;;;;;3520.340944875007;"{""coordinates"": [[[2.3275569994084218, 48.892965999993095], [2.334122999838985, 48.89178100009298], [2.3394440002033035, 48.891161000334236], [2.342061999907413, 48.89127300007918], [2.343778999619451, 48.89113200000425], [2.3450659998753984, 48.89084999978437], [2.346696999524691, 48.890286000374104], [2.349572000229126, 48.890511999780685], [2.3510740001599677, 48.89051200022315], [2.3533810003546787, 48.89033500006644], [2.355579999565623, 48.89034200004404], [2.360559000262967, 48.890200999702785], [2.3636050004876283, 48.88989100030364], [2.368026000676419, 48.88969300000843], [2.37137300050264, 48.8891849999603]], [[2.3740339994156257, 48.888394999663966], [2.376050999378632, 48.888225999712354], [2.3773809993449646, 48.88802800040636]]], ""type"": ""MultiLineString""}";48.890581493930654, 2.351284661828885
secondaire;existant;;;;;432.9633594808963;"{""coordinates"": [[2.2729469999875835, 48.864214000253604], [2.2724100002801686, 48.86409399986029], [2.27166999955697, 48.86382499985881], [2.270543999913416, 48.8634440001601], [2.269867999548485, 48.86319700019229], [2.26924500064369, 48.863083999965575], [2.2683010004715882, 48.86299300029777], [2.26745399997344, 48.86293599975467]], ""type"": ""LineString""}";48.86343525242813, 2.2702286535535197
secondaire;à réaliser;;;;;213.98951469127337;"{""coordinates"": [[2.37137300050264, 48.8891849999603], [2.3740339994156257, 48.888394999663966]], ""type"": ""LineString""}";48.88878999981213, 2.3727034999591328
secondaire;à réaliser;;;;;634.2429858148455;"{""coordinates"": [[2.3471689997681606, 48.82251899961063], [2.3461390006211067, 48.82226500034552], [2.3425340006359345, 48.82141700010962], [2.343779000057688, 48.820427999701664], [2.3445509993358504, 48.81946799993163], [2.3445510005734858, 48.81939000015277]], ""type"": ""LineString""}";48.82139789601583, 2.3443870962049407
secondaire;à réaliser;;;;;413.8404863333357;"{""coordinates"": [[2.2493430004715185, 48.86494100037674], [2.2503729997583832, 48.86520900025013], [2.251532000467551, 48.86556199997044], [2.2527769998976104, 48.86602800016206], [2.253613000396324, 48.866365999862076], [2.2543859999199847, 48.86659200039107]], ""type"": ""LineString""}";48.865729292211626, 2.251876598516119
secondaire;à réaliser;;;;;439.57902467713734;"{""coordinates"": [[2.3101760005578917, 48.853986000307096], [2.3094890005657365, 48.85333600031691], [2.306227999466496, 48.85102100001876]], ""type"": ""LineString""}";48.85246204189447, 2.308236045694814
vélopolitain;à réaliser;;;;;588.6670530794252;"{""coordinates"": [[2.3249389995759713, 48.87069900034119], [2.326999000233228, 48.87346599976803], [2.3271060002962827, 48.874029999810055], [2.326719999838361, 48.87565300016541]], ""type"": ""LineString""}";48.873059116705676, 2.326354955716104
vélopolitain;à réaliser;;;;;1538.9984486889757;"{""coordinates"": [[2.3555799994947497, 48.83181399994748], [2.3619320004513544, 48.83996400012767], [2.364786000107657, 48.844243000325044]], ""type"": ""LineString""}";48.83795433477208, 2.360285766829124
secondaire;à réaliser;;;;;2155.0371264517153;"{""coordinates"": [[2.2679470006631246, 48.86310600044692], [2.266531000627228, 48.86443199956411], [2.264942999584694, 48.86629599984769], [2.2651149995220377, 48.86711400014436], [2.265672999838326, 48.86796099998658], [2.265544000593489, 48.868412999915435], [2.2645139996035755, 48.86988099974315], [2.2642559997756226, 48.87137700033193], [2.264599999547644, 48.87261899960871], [2.2640419997003147, 48.87394600024923], [2.263312000324916, 48.875131000338754], [2.26228199998357, 48.87589299974318], [2.2606090006036568, 48.876654999748766], [2.2596219993533664, 48.87786900025854], [2.2585920003702165, 48.8804089998246]], ""type"": ""LineString""}";48.87178550344589, 2.2635749958236255
secondaire;à réaliser;;;;;600.0536020458959;"{""coordinates"": [[2.275801000350281, 48.85285600030342], [2.2751780000701007, 48.855454000422256], [2.2746849999683785, 48.85654099973226], [2.274921000418984, 48.85816499991369]], ""type"": ""LineString""}";48.85550750239023, 2.2751639448597873
vélopolitain;existant;;;;;3199.934089836589;"{""coordinates"": [[2.261617000181904, 48.83401800011353], [2.264127999764618, 48.8366310004424], [2.265759000609668, 48.83812800015514], [2.2665740005376223, 48.838508999758325], [2.2733759999754724, 48.8456409997571], [2.2767450000002656, 48.84931199960304], [2.2792339999777105, 48.8508789995514], [2.2814870002803196, 48.85271499980011], [2.286722999586269, 48.8564419996355], [2.2874090004079326, 48.857035000418946]], ""type"": ""LineString""}";48.84593544377671, 2.274149759689331
vélopolitain;existant;;;;;2094.3708725060624;"{""coordinates"": [[2.3584559997753463, 48.876118999988186], [2.357383000461239, 48.87463700004074], [2.357147000347121, 48.874170999979626], [2.3567180000801757, 48.87384699992806], [2.35246899977543, 48.866182999782], [2.348156000509332, 48.858587999678775]], ""type"": ""LineString""}";48.86744543981325, 2.3531880502437126
secondaire;existant;;;;;668.711760087213;"{""coordinates"": [[2.367629000005356, 48.84184600009619], [2.371018999725191, 48.843606999610905], [2.372842999685114, 48.84488499963358], [2.374301999758118, 48.84591600005384]], ""type"": ""LineString""}";48.843768310242496, 2.371034058087522
