Title,Publication Year,Image URL,Article Content,Article Description,female_mentions,male_mentions,representation
"Lime is spending $55 million to grow its fleet by 30,000 bikes",2024,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/b1c012f2970dd4177ff24be5707278bf.jpg","More Lime bikes are coming to a sidewalk near you. 
CEO Wayne Ting told Bloomberg on Sunday that his scooter and bike rental company will be spending $55 million to expand its global bike fleet by 3… [+1525 chars]",The expansion comes as former rival Bird emerges from bankruptcy,0,2,male
"3 pedestrians die in Mumbai’s Ghatkopar after speeding bike knocks them down, biker on run",2024,https://images.indianexpress.com/2024/03/death_e76cc1.jpg,"Three pedestrians died after a biker going at high speed knocked them down at Ghatkopar in Mumbai on Monday morning. The Ghatkopar police filed an FIR against the unidentified bike rider on the run.… [+635 chars]",The accident took place near Sai Hotel on the LBS Road in Ghatkopar (West) when the biker lost control of the two-wheeler.,0,3,male
"Two youths killed, another injured as bike rams stationary bus in Mahim",2024,https://images.indianexpress.com/2024/04/The-youths-were-riding-triple-on-the-bike.-Express.jpg,TWO PERSONS died while another was seriously injured after their bike allegedly rammed a stationary private bus in Mahim late on Sunday. The police said the three were riding triple on the bike and t… [+1750 chars],The police said the three were residents of the western suburbs in Mumbai and were travelling towards Dadar station.,2,5,male
JiyongKim Lends Sun-Bleached Techniques for Two Exclusive Collaborative SUPER73 E-Bikes,2024,https://image-cdn.hypb.st/https%3A%2F%2Fhypebeast.com%2Fimage%2F2024%2F04%2F15%2Fjiyongkim-super73-e-bikes-sun-bleached-two-exclusive-collaborations-fw24-exhibition-tw.jpg?w=1080&cbr=1&q=90&fit=max,"Seoul-based apparel brand JiyongKim is collaborating with California-based premium electric motorbike maker, SUPER73 on two exclusive models. JiyongKim, known for its sun-bleached technique on appare… [+1411 chars]","Seoul-based apparel brand JiyongKim is collaborating with California-based premium electric motorbike maker, SUPER73 on two exclusive models. JiyongKim, known for its sun-bleached technique on apparels, is lending its specialty to the design of SUPER73's urba…",0,3,male
"Normandy's attractions now offer reduced fees to tourists arriving by bike, train or bus",2024,https://www.trendwatching.com/hubfs/normandie-tourisme.jpeg#keepProtocol,"In a move designed to incentivize more eco-friendly travel, Normandie Tourisme is introducing le tarif bas-carbone, offering discounted admission to over 70 cultural attractions and tourism sites acr… [+783 chars]","To receive 'le tarif bas-carbone' at participating attractions, visitors present a train or bus ticket as dated proof or show a photo of their bicycle.",0,3,male
4iiii's Viiiiva external heart rate monitor is the budget fitness tracker you've been looking for,2024,https://cdn.mos.cms.futurecdn.net/YSF3LiDs2hQSSgKpPxfj7S-1200-80.jpg,The 4iii Viiiiva is a heart rate monitor from a brand better known for its cycling power meters. That doesn’t mean this is one that can’t live away from your bike with the Bluetooth connectivity on b… [+3467 chars],The 4iiii Viiiiva is an affordable heart rate monitor for your iPhone and Apple Watch — but is it any good?,0,4,male
Why Carson Brown Loves Riding Two-Stroke Dirt Bikes In Every Season,2024,https://imageio.forbes.com/specials-images/imageserve/6616b6fb477b4ce765cb3600/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,"Tire studs and thermals made winter riding in Utah possible.
Red Bull Content Pool
Red Bull athlete Carson Brown wants the entire dirt bike world to know that no matter the weather, no matter the c… [+5092 chars]",Red Bull athlete Carson Brown's latest video edit spans four seasons of riding a two-stroke Honda CR125 dirt bike in Utah.,1,1,equal
The World’s Most Inclusive Bike Ride Is Back Again In New York: Hop On,2024,https://imageio.forbes.com/specials-images/imageserve/66146222012c0f3d64e5008a/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,"Many-colored ride
Bike New York
How do you love a bike?
Well, Ken Podziba practically sees the grand old two-wheeler as virtually New York Citys savior.
Ken, as head of Bike New York, is the guid… [+3477 chars]","Well, Ken Podziba practically sees the grand old two-wheeler as virtually New York City’s savior.",0,4,male
"Engwe L20 2.0 fat tire e-bike review – new features, and a lower price!",2024,https://the-gadgeteer.com/wp-content/uploads/2024/03/engwe-bike-24-1200x675.jpg,"We use affiliate links. If you buy something through the links on this page, we may earn a commission at no cost to you. Learn more.
REVIEW One of the most interesting aspects of writing reviews is … [+8066 chars]","REVIEW – One of the most interesting aspects of writing reviews is seeing how products evolve.  It’s not often that one gets to review the same product twice, but that’s the case here.  Last year, I reviewed the Engwe L20 e-bike.  The bike was OK, but there w…",1,3,male
4 staff-favorite bike locks,2024,"https://media-cldnry.s-nbcnews.com/image/upload/t_nbcnews-fp-1200-630,f_auto,q_auto:best/rockcms/2024-03/240319-BIKE-LOCKS-VL-MAIN-8f9be4.jpg","Most cyclists I know have had their bike stolen. Stolen from a college campus, an apartment basement, a front porch, the list goes on. The worst was a bike stolen during a job interview. They didnt g… [+11737 chars]","Secure your bike with these staff-favorite bike locks of all shapes and sizes. Shop top picks from Kryptonite, Foldylock and Hiplok.",0,3,male
Britain's Pidcock lands first Gold Race success,2024,https://ichef.bbci.co.uk/news/1024/branded_sport/8844/production/_133148843_gettyimages-2148604964.jpg,"Earlier, the women's race was held up for an hour and shortened, after an accident involving a police motorbike escorting the peloton.
During a sprint finish in Berg en Terblijt, Wiebes raised her a… [+711 chars]",Britain's Tom Pidcock makes a strong finish to the Amstel Gold Race on Sunday to win the prestigious one-day classic for the first time.,2,3,male
Ride1Up Comes Through Again With A Nice-Valued Ebike,2024,https://imageio.forbes.com/specials-images/imageserve/661975ae4293b9d3587503ff/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,"LMT'D V2 e-bike
Ride1Up
Having only positive experiences riding a handful of Ride1Up ebikes in the past, I was all in on testing out the brand's latest model the LMTD V2. The company is known for s… [+2941 chars]",The company is known for selling solid e-bikes at an amazing value.,0,2,male
Autonomous pothole prevention machine rolls onto UK streets,2024,https://assets.newatlas.com/dims4/default/d173d60/2147483647/strip/true/crop/940x494+0+147/resize/1200x630!/quality/90/?url=http%3A%2F%2Fnewatlas-brightspot.s3.amazonaws.com%2F4c%2F90%2Fe046f9a7492b8e91cfc8e7fd3427%2F01.jpg&na.image_optimisation=0,"Whether you're on a bike or in a car, potholes are a problem. Maintenance is costly and labor intensive, but authorities in the UK have successfully tested an autonomous machine designed to detect an… [+2525 chars]","Whether you're on a bike or in a car, potholes are a problem. Maintenance is costly and labor intensive, but authorities in the UK have successfully tested an autonomous machine designed to detect and seal surface cracks that can grow into potholes – which co…",2,2,equal
Crazy powerful dual-drive fatbike gains rear air spring for smoother riding,2024,https://assets.newatlas.com/dims4/default/307336e/2147483647/strip/true/crop/2000x1050+0+141/resize/1200x630!/quality/90/?url=http%3A%2F%2Fnewatlas-brightspot.s3.amazonaws.com%2Fce%2Ff8%2F729e790c43638eb08c6a136a1c76%2F01.jpg&na.image_optimisation=0,"Back in 2022, Canadian bike maker Biktrix launched a powerful hardtail off-road ebike that featured two drivetrains pedal power to the right and high-power motor to the left. Now the Juggernaut XD ha… [+1918 chars]","Back in 2022, Canadian bike maker Biktrix launched a powerful hardtail off-road ebike that featured two drivetrains – pedal power to the right and high-power motor to the left. Now the Juggernaut XD has gone full squish for 2024.Continue ReadingCategory: Bicy…",1,3,male
Autonomous electric road sweeper set to clean up city streets,2024,https://assets.newatlas.com/dims4/default/323117c/2147483647/strip/true/crop/2702x1419+0+51/resize/1200x630!/quality/90/?url=http%3A%2F%2Fnewatlas-brightspot.s3.amazonaws.com%2Fc7%2F4e%2Fce2e9faf468a91de649914a5499b%2F5-32a93aa40f.jpeg&na.image_optimisation=0,"Keeping bike paths and roads clear of debris is a necessary but thankless task for sanitation workers. The Robosweeper S1 from WeRide can work alongside street crews, or can work alone to quietly cle… [+2261 chars]","Keeping bike paths and roads clear of debris is a necessary but thankless task for sanitation workers. The Robosweeper S1 from WeRide can work alongside street crews, or can work alone to quietly clean up day or night.Continue ReadingCategory: Urban Transport…",0,2,male
$1499 longtail cargo ebike hauls gear (and pooch) for miles,2024,https://assets.newatlas.com/dims4/default/2e222df/2147483647/strip/true/crop/1920x1008+0+36/resize/1200x630!/quality/90/?url=http%3A%2F%2Fnewatlas-brightspot.s3.amazonaws.com%2F7d%2Fcc%2F928cd4fd4fadb24b6acaf010f52c%2F1.jpg&na.image_optimisation=0,"Two years after entering the utility ebike space with the T1 Cargo, Fiido has added a longtail model to its gear-hauling family. The T2 ships with a 68-mile UL-certified battery, front squish and chu… [+3259 chars]","Two years after entering the utility ebike space with the T1 Cargo, Fiido has added a longtail model to its gear-hauling family. The T2 ships with a 68-mile UL-certified battery, front squish and chunky fat tires, and offers pedal-assist up to 28 mph.Continue…",0,2,male
Hit the Road with the Best Bicycles & Scooters for Kids,2024,"https://akns-images.eonline.com/eol_images/Entire_Site/2024228/rs_1200x1200-240328124641-Copy_of_Blank_1024x759_1200_x_1200_px_3.jpg?fit=around%7C1080:1080&output-quality=90&crop=1080:1080;center,top","As kids get bigger, they want to be on the move and be more independent. And a bicycle or a scooter can help them do that fast, while also giving them a chance to learn balance, braking, coordination… [+2956 chars]","We independently selected these deals and products because we love them, and we think you might like them at these prices. E! has affiliate relationships, so we may get a commission if you...",0,3,male
Take A Bike Tour Of Italy With A Celebrated Boston Chef,2024,https://imageio.forbes.com/specials-images/imageserve/661d286929c5bc37c08ec6ad/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,Its that time of year when Bostonians might see Chef Jody Adams riding her collapsible red Brompton bicycle around town to check in with her empire of seven soon to be eightarea restaurants. The two-… [+5349 chars],"Jody Adams is slated to open her newest restaurant in May, then hop on a bike in Italy for a seven-day culinary cycling tour of the Piedmont region ...",2,3,male
